iter,block,layer_short,kappa
0,0,c_attn.weight,3.6870460693358695
0,0,c_proj.weight,819.6307867713622
0,0,c_fc.weight,2.959794243159033
0,0,c_proj.weight,2.9771229466849096
0,1,c_attn.weight,3.6599790252198208
0,1,c_proj.weight,7250.735319569232
0,1,c_fc.weight,2.9800621295230645
0,1,c_proj.weight,2.936318675157622
0,2,c_attn.weight,3.7393566687719533
0,2,c_proj.weight,1249.0975846700203
0,2,c_fc.weight,2.9926865628541544
0,2,c_proj.weight,2.9308660073686252
0,3,c_attn.weight,3.671650056697926
0,3,c_proj.weight,2964.590973122923
0,3,c_fc.weight,3.0140574252950176
0,3,c_proj.weight,2.9814080124058195
0,4,c_attn.weight,3.6857059041346454
0,4,c_proj.weight,2952.736715772446
0,4,c_fc.weight,2.949894896054408
0,4,c_proj.weight,2.967875620571751
0,5,c_attn.weight,3.6729088327986554
0,5,c_proj.weight,2554.754023375741
0,5,c_fc.weight,2.964910325563618
0,5,c_proj.weight,2.939752932033654
0,6,c_attn.weight,3.6470908244813045
0,6,c_proj.weight,2032.1110986945862
0,6,c_fc.weight,2.949535725200792
0,6,c_proj.weight,2.962742289079099
0,7,c_attn.weight,3.655796628875469
0,7,c_proj.weight,950.7456582166253
0,7,c_fc.weight,2.9588519321700026
0,7,c_proj.weight,3.002654689616109
0,8,c_attn.weight,3.721146823669392
0,8,c_proj.weight,6305.660786599795
0,8,c_fc.weight,2.9663949943675956
0,8,c_proj.weight,2.9538351430159158
0,9,c_attn.weight,3.7219280842720694
0,9,c_proj.weight,1942.2366676479685
0,9,c_fc.weight,2.97220889002549
0,9,c_proj.weight,2.984143510274765
0,10,c_attn.weight,3.731141002547829
0,10,c_proj.weight,7713.778583061173
0,10,c_fc.weight,2.9889606670731044
0,10,c_proj.weight,2.966241180200089
0,11,c_attn.weight,3.724657133625057
0,11,c_proj.weight,902.3004330888197
0,11,c_fc.weight,3.0224527058520283
0,11,c_proj.weight,2.921568758850314
100,0,c_attn.weight,3.6818446746170888
100,0,c_proj.weight,1894.9792767051922
100,0,c_fc.weight,2.959534795826915
100,0,c_proj.weight,3.278875344621544
100,1,c_attn.weight,3.6608892400387423
100,1,c_proj.weight,1878.8836071151557
100,1,c_fc.weight,2.9802991245159576
100,1,c_proj.weight,3.085281401152652
100,2,c_attn.weight,3.739983525363826
100,2,c_proj.weight,1640.6242789114394
100,2,c_fc.weight,2.9905099349989084
100,2,c_proj.weight,2.995389191734042
100,3,c_attn.weight,3.6722122129490353
100,3,c_proj.weight,6852.31728467495
100,3,c_fc.weight,3.013202037833495
100,3,c_proj.weight,3.000656704763891
100,4,c_attn.weight,3.688907304413338
100,4,c_proj.weight,1063.3977241451728
100,4,c_fc.weight,2.9504844179737653
100,4,c_proj.weight,3.0127236000128153
100,5,c_attn.weight,3.6727704562297783
100,5,c_proj.weight,3819.784665854098
100,5,c_fc.weight,2.963692966044118
100,5,c_proj.weight,2.995950163336349
100,6,c_attn.weight,3.6468698479616255
100,6,c_proj.weight,1552.9703501413533
100,6,c_fc.weight,2.9508824911221816
100,6,c_proj.weight,2.9786810386749267
100,7,c_attn.weight,3.663786072085334
100,7,c_proj.weight,1917.3115185002139
100,7,c_fc.weight,2.9593648461620354
100,7,c_proj.weight,3.026041926335446
100,8,c_attn.weight,3.7243967630120487
100,8,c_proj.weight,932.7741058828675
100,8,c_fc.weight,2.9679553897072544
100,8,c_proj.weight,3.0506126219413563
100,9,c_attn.weight,3.7261084721273368
100,9,c_proj.weight,1282.7733677638191
100,9,c_fc.weight,2.972917242282532
100,9,c_proj.weight,3.0961553418194074
100,10,c_attn.weight,3.739871387960924
100,10,c_proj.weight,2031.1041592204692
100,10,c_fc.weight,2.9873244516967077
100,10,c_proj.weight,3.0854661952343467
100,11,c_attn.weight,3.7235093573973383
100,11,c_proj.weight,1329.2536197152397
100,11,c_fc.weight,3.021561602612966
100,11,c_proj.weight,3.1888525062140136
200,0,c_attn.weight,3.6886996985186182
200,0,c_proj.weight,1261.3426035031116
200,0,c_fc.weight,2.9683783303061015
200,0,c_proj.weight,3.4509170931558892
200,1,c_attn.weight,3.6802346968127386
200,1,c_proj.weight,1592.0380544497461
200,1,c_fc.weight,2.976588128774849
200,1,c_proj.weight,3.272620279830118
200,2,c_attn.weight,3.7607946275745943
200,2,c_proj.weight,2778.028621598178
200,2,c_fc.weight,2.990643373029771
200,2,c_proj.weight,3.1148692479221567
200,3,c_attn.weight,3.6960507379614427
200,3,c_proj.weight,13747.452960707902
200,3,c_fc.weight,3.01287294178803
200,3,c_proj.weight,3.172960621258662
200,4,c_attn.weight,3.8622871565747126
200,4,c_proj.weight,1528.3334067844478
200,4,c_fc.weight,2.9528986125205736
200,4,c_proj.weight,3.1956493011303944
200,5,c_attn.weight,3.6726144607414803
200,5,c_proj.weight,8375.270286959736
200,5,c_fc.weight,2.9639137637741646
200,5,c_proj.weight,3.129501396512136
200,6,c_attn.weight,3.6561831928447845
200,6,c_proj.weight,2360.96488973827
200,6,c_fc.weight,2.9539620696460656
200,6,c_proj.weight,3.146059096183015
200,7,c_attn.weight,3.7072583806693866
200,7,c_proj.weight,1901.9882662528933
200,7,c_fc.weight,2.9598076133263276
200,7,c_proj.weight,3.2057634862523465
200,8,c_attn.weight,3.924855511280008
200,8,c_proj.weight,1328.1386031170734
