timestamp,run_name,optimizer_name,seed,dataset,iter,split,loss,lr,mfu_percent,dt_ms
2025-09-14 16:36:14,ADAM_lr0.0003,ADAM,2,MNIST,0,train_eval,4.741961479187012,9.900990099009901e-06,,
2025-09-14 16:36:14,ADAM_lr0.0003,ADAM,2,MNIST,0,val_eval,4.73953104019165,9.900990099009901e-06,,
2025-09-14 16:36:32,ADAM_lr0.0003,ADAM,2,MNIST,0,train_iter,4.819905757904053,9.900990099009901e-06,,24925.484657287598
2025-09-14 16:36:33,ADAM_lr0.0003,ADAM,2,MNIST,1,train_eval,3.6468966007232666,1.9801980198019803e-05,,
2025-09-14 16:36:33,ADAM_lr0.0003,ADAM,2,MNIST,1,val_eval,3.646822929382324,1.9801980198019803e-05,,
2025-09-14 16:36:34,ADAM_lr0.0003,ADAM,2,MNIST,2,train_eval,2.3303070068359375,2.9702970297029702e-05,,
2025-09-14 16:36:34,ADAM_lr0.0003,ADAM,2,MNIST,2,val_eval,2.3443570137023926,2.9702970297029702e-05,,
2025-09-14 16:36:35,ADAM_lr0.0003,ADAM,2,MNIST,3,train_eval,1.700777292251587,3.9603960396039605e-05,,
2025-09-14 16:36:35,ADAM_lr0.0003,ADAM,2,MNIST,3,val_eval,1.7274479866027832,3.9603960396039605e-05,,
2025-09-14 16:36:36,ADAM_lr0.0003,ADAM,2,MNIST,4,train_eval,1.5077247619628906,4.950495049504951e-05,,
2025-09-14 16:36:36,ADAM_lr0.0003,ADAM,2,MNIST,4,val_eval,1.4863221645355225,4.950495049504951e-05,,
2025-09-14 16:36:37,ADAM_lr0.0003,ADAM,2,MNIST,5,train_eval,1.4581516981124878,5.9405940594059404e-05,,
2025-09-14 16:36:37,ADAM_lr0.0003,ADAM,2,MNIST,5,val_eval,1.4291578531265259,5.9405940594059404e-05,,
2025-09-14 16:36:38,ADAM_lr0.0003,ADAM,2,MNIST,6,train_eval,1.4300875663757324,6.930693069306931e-05,,
2025-09-14 16:36:38,ADAM_lr0.0003,ADAM,2,MNIST,6,val_eval,1.4348498582839966,6.930693069306931e-05,,
2025-09-14 16:36:39,ADAM_lr0.0003,ADAM,2,MNIST,7,train_eval,1.3275375366210938,7.920792079207921e-05,,
2025-09-14 16:36:39,ADAM_lr0.0003,ADAM,2,MNIST,7,val_eval,1.3344025611877441,7.920792079207921e-05,,
2025-09-14 16:36:40,ADAM_lr0.0003,ADAM,2,MNIST,8,train_eval,1.3228046894073486,8.910891089108912e-05,,
2025-09-14 16:36:40,ADAM_lr0.0003,ADAM,2,MNIST,8,val_eval,1.3130799531936646,8.910891089108912e-05,,
2025-09-14 16:36:41,ADAM_lr0.0003,ADAM,2,MNIST,9,train_eval,1.239497423171997,9.900990099009902e-05,,
2025-09-14 16:36:41,ADAM_lr0.0003,ADAM,2,MNIST,9,val_eval,1.235498309135437,9.900990099009902e-05,,
2025-09-14 16:36:42,ADAM_lr0.0003,ADAM,2,MNIST,10,train_eval,1.1410099267959595,0.0001089108910891089,,
2025-09-14 16:36:42,ADAM_lr0.0003,ADAM,2,MNIST,10,val_eval,1.1891745328903198,0.0001089108910891089,,
2025-09-14 16:36:42,ADAM_lr0.0003,ADAM,2,MNIST,10,train_iter,1.0719743967056274,0.0001089108910891089,0.06484970919421404,1084.0482711791992
2025-09-14 16:36:43,ADAM_lr0.0003,ADAM,2,MNIST,11,train_eval,1.1995280981063843,0.00011881188118811881,0.06484970919421404,
2025-09-14 16:36:43,ADAM_lr0.0003,ADAM,2,MNIST,11,val_eval,1.207618236541748,0.00011881188118811881,0.06484970919421404,
2025-09-14 16:36:44,ADAM_lr0.0003,ADAM,2,MNIST,12,train_eval,1.141998529434204,0.00012871287128712872,0.06484970919421404,
2025-09-14 16:36:44,ADAM_lr0.0003,ADAM,2,MNIST,12,val_eval,1.1508793830871582,0.00012871287128712872,0.06484970919421404,
2025-09-14 16:36:45,ADAM_lr0.0003,ADAM,2,MNIST,13,train_eval,1.287949800491333,0.00013861386138613863,0.06484970919421404,
2025-09-14 16:36:45,ADAM_lr0.0003,ADAM,2,MNIST,13,val_eval,1.298271656036377,0.00013861386138613863,0.06484970919421404,
2025-09-14 16:36:45,ADAM_lr0.0003,ADAM,2,MNIST,14,train_eval,1.273159146308899,0.0001485148514851485,0.06484970919421404,
2025-09-14 16:36:45,ADAM_lr0.0003,ADAM,2,MNIST,14,val_eval,1.2637273073196411,0.0001485148514851485,0.06484970919421404,
2025-09-14 16:36:46,ADAM_lr0.0003,ADAM,2,MNIST,15,train_eval,1.1391289234161377,0.00015841584158415842,0.06484970919421404,
2025-09-14 16:36:46,ADAM_lr0.0003,ADAM,2,MNIST,15,val_eval,1.1301246881484985,0.00015841584158415842,0.06484970919421404,
2025-09-14 16:36:47,ADAM_lr0.0003,ADAM,2,MNIST,16,train_eval,1.1636192798614502,0.00016831683168316833,0.06484970919421404,
2025-09-14 16:36:47,ADAM_lr0.0003,ADAM,2,MNIST,16,val_eval,1.1526129245758057,0.00016831683168316833,0.06484970919421404,
2025-09-14 16:36:48,ADAM_lr0.0003,ADAM,2,MNIST,17,train_eval,1.1197341680526733,0.00017821782178217824,0.06484970919421404,
2025-09-14 16:36:48,ADAM_lr0.0003,ADAM,2,MNIST,17,val_eval,1.1302626132965088,0.00017821782178217824,0.06484970919421404,
2025-09-14 16:36:49,ADAM_lr0.0003,ADAM,2,MNIST,18,train_eval,1.1081355810165405,0.00018811881188118812,0.06484970919421404,
2025-09-14 16:36:49,ADAM_lr0.0003,ADAM,2,MNIST,18,val_eval,1.1172724962234497,0.00018811881188118812,0.06484970919421404,
2025-09-14 16:36:50,ADAM_lr0.0003,ADAM,2,MNIST,19,train_eval,1.0903643369674683,0.00019801980198019803,0.06484970919421404,
2025-09-14 16:36:50,ADAM_lr0.0003,ADAM,2,MNIST,19,val_eval,1.1292710304260254,0.00019801980198019803,0.06484970919421404,
2025-09-14 16:36:51,ADAM_lr0.0003,ADAM,2,MNIST,20,train_eval,1.0877668857574463,0.00020792079207920794,0.06484970919421404,
2025-09-14 16:36:51,ADAM_lr0.0003,ADAM,2,MNIST,20,val_eval,1.1227827072143555,0.00020792079207920794,0.06484970919421404,
2025-09-14 16:36:51,ADAM_lr0.0003,ADAM,2,MNIST,20,train_iter,1.105186939239502,0.00020792079207920794,0.06815521502289959,718.0469036102295
2025-09-14 16:36:51,ADAM_lr0.0003,ADAM,2,MNIST,21,train_eval,1.0787900686264038,0.0002178217821782178,0.06815521502289959,
2025-09-14 16:36:51,ADAM_lr0.0003,ADAM,2,MNIST,21,val_eval,1.1126492023468018,0.0002178217821782178,0.06815521502289959,
2025-09-14 16:36:53,ADAM_lr0.0003,ADAM,2,MNIST,22,train_eval,1.0765539407730103,0.0002277227722772277,0.06815521502289959,
2025-09-14 16:36:53,ADAM_lr0.0003,ADAM,2,MNIST,22,val_eval,1.1079339981079102,0.0002277227722772277,0.06815521502289959,
2025-09-14 16:36:53,ADAM_lr0.0003,ADAM,2,MNIST,23,train_eval,1.071749210357666,0.00023762376237623762,0.06815521502289959,
2025-09-14 16:36:53,ADAM_lr0.0003,ADAM,2,MNIST,23,val_eval,1.103518009185791,0.00023762376237623762,0.06815521502289959,
2025-09-14 16:36:55,ADAM_lr0.0003,ADAM,2,MNIST,24,train_eval,1.0660772323608398,0.00024752475247524753,0.06815521502289959,
2025-09-14 16:36:55,ADAM_lr0.0003,ADAM,2,MNIST,24,val_eval,1.1031239032745361,0.00024752475247524753,0.06815521502289959,
2025-09-14 16:36:56,ADAM_lr0.0003,ADAM,2,MNIST,25,train_eval,1.1045211553573608,0.00025742574257425744,0.06815521502289959,
2025-09-14 16:36:56,ADAM_lr0.0003,ADAM,2,MNIST,25,val_eval,1.0966686010360718,0.00025742574257425744,0.06815521502289959,
2025-09-14 16:36:57,ADAM_lr0.0003,ADAM,2,MNIST,26,train_eval,1.0814567804336548,0.00026732673267326735,0.06815521502289959,
2025-09-14 16:36:57,ADAM_lr0.0003,ADAM,2,MNIST,26,val_eval,1.0992671251296997,0.00026732673267326735,0.06815521502289959,
2025-09-14 16:36:57,ADAM_lr0.0003,ADAM,2,MNIST,27,train_eval,1.0869578123092651,0.00027722772277227726,0.06815521502289959,
2025-09-14 16:36:57,ADAM_lr0.0003,ADAM,2,MNIST,27,val_eval,1.0955119132995605,0.00027722772277227726,0.06815521502289959,
2025-09-14 16:36:58,ADAM_lr0.0003,ADAM,2,MNIST,28,train_eval,1.072510004043579,0.00028712871287128717,0.06815521502289959,
2025-09-14 16:36:58,ADAM_lr0.0003,ADAM,2,MNIST,28,val_eval,1.0774096250534058,0.00028712871287128717,0.06815521502289959,
2025-09-14 16:36:59,ADAM_lr0.0003,ADAM,2,MNIST,29,train_eval,1.0740704536437988,0.000297029702970297,0.06815521502289959,
2025-09-14 16:36:59,ADAM_lr0.0003,ADAM,2,MNIST,29,val_eval,1.0749924182891846,0.000297029702970297,0.06815521502289959,
2025-09-14 16:37:00,ADAM_lr0.0003,ADAM,2,MNIST,30,train_eval,1.075194239616394,0.00030693069306930693,0.06815521502289959,
2025-09-14 16:37:00,ADAM_lr0.0003,ADAM,2,MNIST,30,val_eval,1.0881643295288086,0.00030693069306930693,0.06815521502289959,
2025-09-14 16:37:00,ADAM_lr0.0003,ADAM,2,MNIST,30,train_iter,1.2771766185760498,0.00030693069306930693,0.0709725527873985,729.7959327697754
2025-09-14 16:37:01,ADAM_lr0.0003,ADAM,2,MNIST,31,train_eval,1.070900797843933,0.00031683168316831684,0.0709725527873985,
2025-09-14 16:37:01,ADAM_lr0.0003,ADAM,2,MNIST,31,val_eval,1.0726009607315063,0.00031683168316831684,0.0709725527873985,
2025-09-14 16:37:02,ADAM_lr0.0003,ADAM,2,MNIST,32,train_eval,1.0565701723098755,0.00032673267326732675,0.0709725527873985,
2025-09-14 16:37:02,ADAM_lr0.0003,ADAM,2,MNIST,32,val_eval,1.0540934801101685,0.00032673267326732675,0.0709725527873985,
2025-09-14 16:37:03,ADAM_lr0.0003,ADAM,2,MNIST,33,train_eval,1.0457881689071655,0.00033663366336633666,0.0709725527873985,
2025-09-14 16:37:03,ADAM_lr0.0003,ADAM,2,MNIST,33,val_eval,1.0549702644348145,0.00033663366336633666,0.0709725527873985,
2025-09-14 16:37:04,ADAM_lr0.0003,ADAM,2,MNIST,34,train_eval,1.0387054681777954,0.00034653465346534657,0.0709725527873985,
2025-09-14 16:37:04,ADAM_lr0.0003,ADAM,2,MNIST,34,val_eval,1.035408616065979,0.00034653465346534657,0.0709725527873985,
2025-09-14 16:37:05,ADAM_lr0.0003,ADAM,2,MNIST,35,train_eval,1.052467703819275,0.0003564356435643565,0.0709725527873985,
2025-09-14 16:37:05,ADAM_lr0.0003,ADAM,2,MNIST,35,val_eval,1.0514105558395386,0.0003564356435643565,0.0709725527873985,
2025-09-14 16:37:06,ADAM_lr0.0003,ADAM,2,MNIST,36,train_eval,1.0279158353805542,0.00036633663366336634,0.0709725527873985,
2025-09-14 16:37:06,ADAM_lr0.0003,ADAM,2,MNIST,36,val_eval,1.035019874572754,0.00036633663366336634,0.0709725527873985,
2025-09-14 16:37:07,ADAM_lr0.0003,ADAM,2,MNIST,37,train_eval,1.0504146814346313,0.00037623762376237625,0.0709725527873985,
2025-09-14 16:37:07,ADAM_lr0.0003,ADAM,2,MNIST,37,val_eval,1.0344504117965698,0.00037623762376237625,0.0709725527873985,
2025-09-14 16:37:08,ADAM_lr0.0003,ADAM,2,MNIST,38,train_eval,1.0499354600906372,0.00038613861386138616,0.0709725527873985,
2025-09-14 16:37:08,ADAM_lr0.0003,ADAM,2,MNIST,38,val_eval,1.0455644130706787,0.00038613861386138616,0.0709725527873985,
2025-09-14 16:37:09,ADAM_lr0.0003,ADAM,2,MNIST,39,train_eval,1.0378830432891846,0.00039603960396039607,0.0709725527873985,
2025-09-14 16:37:09,ADAM_lr0.0003,ADAM,2,MNIST,39,val_eval,1.0284032821655273,0.00039603960396039607,0.0709725527873985,
2025-09-14 16:37:10,ADAM_lr0.0003,ADAM,2,MNIST,40,train_eval,1.037978172302246,0.000405940594059406,0.0709725527873985,
2025-09-14 16:37:10,ADAM_lr0.0003,ADAM,2,MNIST,40,val_eval,1.003391981124878,0.000405940594059406,0.0709725527873985,
2025-09-14 16:37:10,ADAM_lr0.0003,ADAM,2,MNIST,40,train_iter,0.7767308950424194,0.000405940594059406,0.06969625936462195,1207.7078819274902
2025-09-14 16:37:11,ADAM_lr0.0003,ADAM,2,MNIST,41,train_eval,1.047379970550537,0.0004158415841584159,0.06969625936462195,
2025-09-14 16:37:11,ADAM_lr0.0003,ADAM,2,MNIST,41,val_eval,1.040880560874939,0.0004158415841584159,0.06969625936462195,
2025-09-14 16:37:12,ADAM_lr0.0003,ADAM,2,MNIST,42,train_eval,1.063644528388977,0.0004257425742574258,0.06969625936462195,
2025-09-14 16:37:12,ADAM_lr0.0003,ADAM,2,MNIST,42,val_eval,1.0807424783706665,0.0004257425742574258,0.06969625936462195,
2025-09-14 16:37:12,ADAM_lr0.0003,ADAM,2,MNIST,43,train_eval,1.0354517698287964,0.0004356435643564356,0.06969625936462195,
2025-09-14 16:37:12,ADAM_lr0.0003,ADAM,2,MNIST,43,val_eval,1.026939034461975,0.0004356435643564356,0.06969625936462195,
2025-09-14 16:37:13,ADAM_lr0.0003,ADAM,2,MNIST,44,train_eval,1.0347943305969238,0.0004455445544554455,0.06969625936462195,
2025-09-14 16:37:13,ADAM_lr0.0003,ADAM,2,MNIST,44,val_eval,1.0238221883773804,0.0004455445544554455,0.06969625936462195,
2025-09-14 16:37:14,ADAM_lr0.0003,ADAM,2,MNIST,45,train_eval,1.0631358623504639,0.0004554455445544554,0.06969625936462195,
2025-09-14 16:37:14,ADAM_lr0.0003,ADAM,2,MNIST,45,val_eval,1.0424139499664307,0.0004554455445544554,0.06969625936462195,
2025-09-14 16:37:15,ADAM_lr0.0003,ADAM,2,MNIST,46,train_eval,1.0293370485305786,0.0004653465346534653,0.06969625936462195,
2025-09-14 16:37:15,ADAM_lr0.0003,ADAM,2,MNIST,46,val_eval,1.0274574756622314,0.0004653465346534653,0.06969625936462195,
2025-09-14 16:37:15,ADAM_lr0.0003,ADAM,2,MNIST,47,train_eval,1.0336802005767822,0.00047524752475247524,0.06969625936462195,
2025-09-14 16:37:15,ADAM_lr0.0003,ADAM,2,MNIST,47,val_eval,1.0541309118270874,0.00047524752475247524,0.06969625936462195,
2025-09-14 16:37:16,ADAM_lr0.0003,ADAM,2,MNIST,48,train_eval,1.0335698127746582,0.00048514851485148515,0.06969625936462195,
2025-09-14 16:37:16,ADAM_lr0.0003,ADAM,2,MNIST,48,val_eval,1.0278338193893433,0.00048514851485148515,0.06969625936462195,
2025-09-14 16:37:17,ADAM_lr0.0003,ADAM,2,MNIST,49,train_eval,1.0332722663879395,0.0004950495049504951,0.06969625936462195,
2025-09-14 16:37:17,ADAM_lr0.0003,ADAM,2,MNIST,49,val_eval,1.0303936004638672,0.0004950495049504951,0.06969625936462195,
