iter,block,param_type,value
0,0,ln1,0.15383756160736084
0,0,attn_qkv,7.011906623840332
0,0,attn_proj,24.28594207763672
0,0,ln2,0.1376015841960907
0,0,mlp_fc,6.587428092956543
0,0,mlp_proj,23.794511795043945
0,1,ln1,0.09190011024475098
0,1,attn_qkv,4.869138717651367
0,1,attn_proj,16.205087661743164
0,1,ln2,0.07663016766309738
0,1,mlp_fc,4.75502872467041
0,1,mlp_proj,17.384220123291016
0,2,ln1,0.08137717097997665
0,2,attn_qkv,3.808138132095337
0,2,attn_proj,12.685758590698242
0,2,ln2,0.09368319064378738
0,2,mlp_fc,4.2123026847839355
0,2,mlp_proj,15.691553115844727
0,3,ln1,0.06172255799174309
0,3,attn_qkv,3.3291170597076416
0,3,attn_proj,12.910929679870605
0,3,ln2,0.08043831586837769
0,3,mlp_fc,3.6072638034820557
0,3,mlp_proj,13.11642074584961
0,4,ln1,0.060469355434179306
0,4,attn_qkv,2.925443649291992
0,4,attn_proj,10.129799842834473
0,4,ln2,0.062493838369846344
0,4,mlp_fc,3.3002912998199463
0,4,mlp_proj,11.910865783691406
0,5,ln1,0.05991724878549576
0,5,attn_qkv,3.0000598430633545
0,5,attn_proj,10.13917350769043
0,5,ln2,0.05816003680229187
0,5,mlp_fc,3.054814577102661
0,5,mlp_proj,11.485692024230957
100,0,ln1,0.013825043104588985
100,0,attn_qkv,0.428354948759079
100,0,attn_proj,0.6170188784599304
100,0,ln2,0.007465836126357317
100,0,mlp_fc,0.08331865817308426
100,0,mlp_proj,0.08247372508049011
100,1,ln1,0.0011010491289198399
100,1,attn_qkv,0.03341183066368103
100,1,attn_proj,0.06570607423782349
100,1,ln2,0.0021102135069668293
100,1,mlp_fc,0.03535439819097519
100,1,mlp_proj,0.05207749456167221
100,2,ln1,0.00046891465899534523
100,2,attn_qkv,0.017549127340316772
100,2,attn_proj,0.03439512848854065
100,2,ln2,0.0010906915413215756
100,2,mlp_fc,0.02167481929063797
100,2,mlp_proj,0.03646376356482506
100,3,ln1,0.00028803732129745185
100,3,attn_qkv,0.010896068066358566
100,3,attn_proj,0.034711651504039764
100,3,ln2,0.0007305383333005011
100,3,mlp_fc,0.016029400750994682
100,3,mlp_proj,0.026291435584425926
100,4,ln1,0.00034618936479091644
100,4,attn_qkv,0.012781157158315182
100,4,attn_proj,0.02846873551607132
100,4,ln2,0.000559818756300956
100,4,mlp_fc,0.012651041150093079
100,4,mlp_proj,0.022895364090800285
100,5,ln1,0.00024075270630419254
100,5,attn_qkv,0.009305129759013653
100,5,attn_proj,0.027846788987517357
100,5,ln2,0.00038332209805957973
100,5,mlp_fc,0.009978890419006348
100,5,mlp_proj,0.020658211782574654
200,0,ln1,0.0036636122968047857
200,0,attn_qkv,0.06296657025814056
200,0,attn_proj,0.060505736619234085
200,0,ln2,0.0015038835117593408
200,0,mlp_fc,0.017827816307544708
200,0,mlp_proj,0.0395546555519104
200,1,ln1,0.0009863522136583924
200,1,attn_qkv,0.01919296756386757
200,1,attn_proj,0.022093426436185837
200,1,ln2,0.0005459937965497375
200,1,mlp_fc,0.00861765444278717
200,1,mlp_proj,0.025142595171928406
200,2,ln1,0.0005613824469037354
200,2,attn_qkv,0.009868917055428028
200,2,attn_proj,0.018404262140393257
200,2,ln2,0.0003010818036273122
200,2,mlp_fc,0.005821956787258387
200,2,mlp_proj,0.018139105290174484
200,3,ln1,0.00022515762248076499
200,3,attn_qkv,0.0051325345411896706
200,3,attn_proj,0.014429684728384018
200,3,ln2,0.00024118689179886132
200,3,mlp_fc,0.004980962723493576
200,3,mlp_proj,0.015661150217056274
200,4,ln1,0.000223467024625279
200,4,attn_qkv,0.006179720163345337
200,4,attn_proj,0.017036400735378265
200,4,ln2,0.00017492184997536242
200,4,mlp_fc,0.004270526580512524
200,4,mlp_proj,0.01400071568787098
200,5,ln1,0.0002534195955377072
200,5,attn_qkv,0.0054328422993421555
200,5,attn_proj,0.014782565645873547
200,5,ln2,0.00017530682089272887
200,5,mlp_fc,0.004218231420964003
200,5,mlp_proj,0.012173518538475037
0,0,ln1,0.15383756160736084
0,0,attn_qkv,7.011906623840332
