iter,block,param_type,value
0,0,ln1,0.017133720219135284
0,0,attn_qkv,0.7612454891204834
0,0,attn_proj,2.598083972930908
0,0,ln2,0.016432490199804306
0,0,mlp_fc,0.898635983467102
0,0,mlp_proj,4.068049907684326
0,1,ln1,0.014309398829936981
0,1,attn_qkv,0.6937984824180603
0,1,attn_proj,2.3788199424743652
0,1,ln2,0.014912856742739677
0,1,mlp_fc,0.746441662311554
0,1,mlp_proj,3.0850441455841064
0,2,ln1,0.012143728323280811
0,2,attn_qkv,0.6382868885993958
0,2,attn_proj,2.0726892948150635
0,2,ln2,0.012612035498023033
0,2,mlp_fc,0.6739774346351624
0,2,mlp_proj,2.841599941253662
0,3,ln1,0.010516858659684658
0,3,attn_qkv,0.5740432739257812
0,3,attn_proj,2.083254337310791
0,3,ln2,0.012827522121369839
0,3,mlp_fc,0.6340072751045227
0,3,mlp_proj,2.5277459621429443
0,4,ln1,0.011319540441036224
0,4,attn_qkv,0.5093865394592285
0,4,attn_proj,1.833225965499878
0,4,ln2,0.01201066467911005
0,4,mlp_fc,0.5870782136917114
0,4,mlp_proj,2.302046775817871
0,5,ln1,0.009975739754736423
0,5,attn_qkv,0.45294877886772156
0,5,attn_proj,1.588693380355835
0,5,ln2,0.010507560335099697
0,5,mlp_fc,0.5249325037002563
0,5,mlp_proj,2.040832996368408
100,0,ln1,0.005482169333845377
100,0,attn_qkv,0.17187151312828064
100,0,attn_proj,0.17478692531585693
100,0,ln2,0.004833081271499395
100,0,mlp_fc,0.08277779072523117
100,0,mlp_proj,0.16400635242462158
100,1,ln1,0.0005788973066955805
100,1,attn_qkv,0.021283544600009918
100,1,attn_proj,0.04097558930516243
100,1,ln2,0.0025112652219831944
100,1,mlp_fc,0.05221909284591675
100,1,mlp_proj,0.1238960400223732
100,2,ln1,0.00042894750367850065
100,2,attn_qkv,0.014663348905742168
100,2,attn_proj,0.026188494637608528
100,2,ln2,0.0016976409824565053
100,2,mlp_fc,0.04039781540632248
100,2,mlp_proj,0.10653131455183029
100,3,ln1,0.0005872429464943707
100,3,attn_qkv,0.017902404069900513
100,3,attn_proj,0.035041820257902145
100,3,ln2,0.0014944918220862746
100,3,mlp_fc,0.03589307516813278
100,3,mlp_proj,0.09639833122491837
100,4,ln1,0.0006206785910762846
100,4,attn_qkv,0.02004603110253811
100,4,attn_proj,0.044973988085985184
100,4,ln2,0.0014081100234761834
100,4,mlp_fc,0.03469223901629448
100,4,mlp_proj,0.09168518334627151
100,5,ln1,0.0007213581702671945
100,5,attn_qkv,0.023829564452171326
100,5,attn_proj,0.06010865047574043
100,5,ln2,0.001352965016849339
100,5,mlp_fc,0.03228837624192238
100,5,mlp_proj,0.08296757936477661
0,0,ln1,0.017133720219135284
0,0,attn_qkv,0.7612454891204834
0,0,attn_proj,2.598083972930908
0,0,ln2,0.016432490199804306
0,0,mlp_fc,0.898635983467102
0,0,mlp_proj,4.068049907684326
0,1,ln1,0.014309398829936981
0,1,attn_qkv,0.6937984824180603
0,1,attn_proj,2.3788199424743652
0,1,ln2,0.014912856742739677
0,1,mlp_fc,0.746441662311554
0,1,mlp_proj,3.0850441455841064
0,2,ln1,0.012143728323280811
0,2,attn_qkv,0.6382868885993958
0,2,attn_proj,2.0726892948150635
0,2,ln2,0.012612035498023033
0,2,mlp_fc,0.6739774346351624
0,2,mlp_proj,2.841599941253662
0,3,ln1,0.010516858659684658
0,3,attn_qkv,0.5740432739257812
0,3,attn_proj,2.083254337310791
0,3,ln2,0.012827522121369839
0,3,mlp_fc,0.6340072751045227
0,3,mlp_proj,2.5277459621429443
0,4,ln1,0.011319540441036224
0,4,attn_qkv,0.5093865394592285
0,4,attn_proj,1.833225965499878
0,4,ln2,0.01201066467911005
0,4,mlp_fc,0.5870782136917114
0,4,mlp_proj,2.302046775817871
0,5,ln1,0.009975739754736423
0,5,attn_qkv,0.45294877886772156
0,5,attn_proj,1.588693380355835
0,5,ln2,0.010507560335099697
0,5,mlp_fc,0.5249325037002563
0,5,mlp_proj,2.040832996368408
200,0,ln1,0.004502490162849426
200,0,attn_qkv,0.12435854971408844
200,0,attn_proj,0.1337326169013977
200,0,ln2,0.003583465935662389
200,0,mlp_fc,0.055541712790727615
200,0,mlp_proj,0.09566337615251541
200,1,ln1,0.0007322707679122686
200,1,attn_qkv,0.017688272520899773
200,1,attn_proj,0.026633569970726967
200,1,ln2,0.0017418545903638005
200,1,mlp_fc,0.03234104812145233
200,1,mlp_proj,0.06639868766069412
200,2,ln1,0.0007261782884597778
200,2,attn_qkv,0.01742078736424446
200,2,attn_proj,0.0240329597145319
200,2,ln2,0.0012539129238575697
200,2,mlp_fc,0.024296551942825317
200,2,mlp_proj,0.05640317127108574
200,3,ln1,0.0007880330085754395
200,3,attn_qkv,0.01808842457830906
200,3,attn_proj,0.02472480572760105
200,3,ln2,0.0008479083771817386
200,3,mlp_fc,0.01981622911989689
200,3,mlp_proj,0.05073809251189232
200,4,ln1,0.0006321501568891108
200,4,attn_qkv,0.015065540559589863
200,4,attn_proj,0.027059508487582207
200,4,ln2,0.0008064782014116645
200,4,mlp_fc,0.018517877906560898
200,4,mlp_proj,0.044945646077394485
200,5,ln1,0.0009155991137959063
200,5,attn_qkv,0.018272308632731438
200,5,attn_proj,0.028190238401293755
200,5,ln2,0.0007687052711844444
200,5,mlp_fc,0.018129177391529083
200,5,mlp_proj,0.03959310054779053
0,0,ln1,0.017133720219135284
0,0,attn_qkv,0.7612454891204834
0,0,attn_proj,2.598083972930908
0,0,ln2,0.016432490199804306
0,0,mlp_fc,0.898635983467102
0,0,mlp_proj,4.068049907684326
0,1,ln1,0.014309398829936981
0,1,attn_qkv,0.6937984824180603
0,1,attn_proj,2.3788199424743652
0,1,ln2,0.014912856742739677
0,1,mlp_fc,0.746441662311554
0,1,mlp_proj,3.0850441455841064
0,2,ln1,0.012143728323280811
0,2,attn_qkv,0.6382868885993958
0,2,attn_proj,2.0726892948150635
0,2,ln2,0.012612035498023033
0,2,mlp_fc,0.6739774346351624
0,2,mlp_proj,2.841599941253662
0,3,ln1,0.010516858659684658
0,3,attn_qkv,0.5740432739257812
0,3,attn_proj,2.083254337310791
0,3,ln2,0.012827522121369839
0,3,mlp_fc,0.6340072751045227
0,3,mlp_proj,2.5277459621429443
0,4,ln1,0.011319540441036224
0,4,attn_qkv,0.5093865394592285
0,4,attn_proj,1.833225965499878
0,4,ln2,0.01201066467911005
0,4,mlp_fc,0.5870782136917114
0,4,mlp_proj,2.302046775817871
0,5,ln1,0.009975739754736423
0,5,attn_qkv,0.45294877886772156
0,5,attn_proj,1.588693380355835
0,5,ln2,0.010507560335099697
0,5,mlp_fc,0.5249325037002563
0,5,mlp_proj,2.040832996368408
100,0,ln1,0.005477897357195616
100,0,attn_qkv,0.17191855609416962
100,0,attn_proj,0.17474907636642456
100,0,ln2,0.00483738211914897
100,0,mlp_fc,0.08280602842569351
100,0,mlp_proj,0.16402949392795563
100,1,ln1,0.000580038467887789
100,1,attn_qkv,0.02129422500729561
100,1,attn_proj,0.0410209484398365
100,1,ln2,0.00250981911085546
100,1,mlp_fc,0.05220204219222069
100,1,mlp_proj,0.12390139698982239
100,2,ln1,0.000429798528784886
100,2,attn_qkv,0.014655440114438534
100,2,attn_proj,0.026124412193894386
100,2,ln2,0.0016936491010710597
100,2,mlp_fc,0.040376145392656326
100,2,mlp_proj,0.10649088770151138
100,3,ln1,0.000588288763538003
100,3,attn_qkv,0.017884882166981697
100,3,attn_proj,0.035035669803619385
100,3,ln2,0.001490825554355979
100,3,mlp_fc,0.035861700773239136
100,3,mlp_proj,0.09631112962961197
100,4,ln1,0.0006198726478032768
100,4,attn_qkv,0.020038971677422523
100,4,attn_proj,0.04494253173470497
100,4,ln2,0.0014066442381590605
100,4,mlp_fc,0.03467768803238869
100,4,mlp_proj,0.09161945432424545
100,5,ln1,0.000719509378541261
100,5,attn_qkv,0.023816918954253197
100,5,attn_proj,0.060061752796173096
100,5,ln2,0.0013496605679392815
100,5,mlp_fc,0.03225506842136383
100,5,mlp_proj,0.08287746459245682
0,0,ln1,0.017133720219135284
0,0,attn_qkv,0.7612454891204834
0,0,attn_proj,2.598083972930908
0,0,ln2,0.016432490199804306
0,0,mlp_fc,0.898635983467102
0,0,mlp_proj,4.068049907684326
0,1,ln1,0.014309398829936981
0,1,attn_qkv,0.6937984824180603
0,1,attn_proj,2.3788199424743652
0,1,ln2,0.014912856742739677
0,1,mlp_fc,0.746441662311554
0,1,mlp_proj,3.0850441455841064
0,2,ln1,0.012143728323280811
0,2,attn_qkv,0.6382868885993958
0,2,attn_proj,2.0726892948150635
0,2,ln2,0.012612035498023033
0,2,mlp_fc,0.6739774346351624
0,2,mlp_proj,2.841599941253662
0,3,ln1,0.010516858659684658
0,3,attn_qkv,0.5740432739257812
0,3,attn_proj,2.083254337310791
0,3,ln2,0.012827522121369839
0,3,mlp_fc,0.6340072751045227
0,3,mlp_proj,2.5277459621429443
0,4,ln1,0.011319540441036224
0,4,attn_qkv,0.5093865394592285
0,4,attn_proj,1.833225965499878
0,4,ln2,0.01201066467911005
0,4,mlp_fc,0.5870782136917114
0,4,mlp_proj,2.302046775817871
0,5,ln1,0.009975739754736423
0,5,attn_qkv,0.45294877886772156
0,5,attn_proj,1.588693380355835
0,5,ln2,0.010507560335099697
0,5,mlp_fc,0.5249325037002563
0,5,mlp_proj,2.040832996368408
100,0,ln1,0.005468422081321478
100,0,attn_qkv,0.17158468067646027
100,0,attn_proj,0.174533873796463
100,0,ln2,0.004832505248486996
100,0,mlp_fc,0.0826987624168396
100,0,mlp_proj,0.16380825638771057
100,1,ln1,0.0005774206947535276
100,1,attn_qkv,0.021224001422524452
100,1,attn_proj,0.04092629626393318
100,1,ln2,0.002507217926904559
100,1,mlp_fc,0.052125658839941025
100,1,mlp_proj,0.12371338903903961
100,2,ln1,0.0004294962272979319
100,2,attn_qkv,0.01463397964835167
100,2,attn_proj,0.026110051199793816
100,2,ln2,0.0016913642175495625
100,2,mlp_fc,0.04031433165073395
100,2,mlp_proj,0.10638611763715744
100,3,ln1,0.0005861040554009378
100,3,attn_qkv,0.01787618175148964
100,3,attn_proj,0.034998830407857895
100,3,ln2,0.0014903837582096457
100,3,mlp_fc,0.03582679107785225
100,3,mlp_proj,0.09628474712371826
100,4,ln1,0.0006197049515321851
100,4,attn_qkv,0.020024944096803665
100,4,attn_proj,0.044946201145648956
100,4,ln2,0.001406357274390757
100,4,mlp_fc,0.03464338183403015
100,4,mlp_proj,0.09158089011907578
100,5,ln1,0.000718072522431612
100,5,attn_qkv,0.023794302716851234
100,5,attn_proj,0.06008952111005783
100,5,ln2,0.0013500283239409328
100,5,mlp_fc,0.03224334120750427
100,5,mlp_proj,0.08288924396038055
200,0,ln1,0.0044991858303546906
200,0,attn_qkv,0.12643001973628998
200,0,attn_proj,0.13832169771194458
200,0,ln2,0.00361360190436244
200,0,mlp_fc,0.05608751252293587
200,0,mlp_proj,0.09693416953086853
200,1,ln1,0.0007401409093290567
200,1,attn_qkv,0.018427113071084023
200,1,attn_proj,0.02840970829129219
200,1,ln2,0.0017676819115877151
200,1,mlp_fc,0.03272688761353493
200,1,mlp_proj,0.06695328652858734
200,2,ln1,0.0007680955459363759
200,2,attn_qkv,0.018687015399336815
200,2,attn_proj,0.023555811494588852
200,2,ln2,0.0012687983689829707
200,2,mlp_fc,0.02458360232412815
200,2,mlp_proj,0.05679800733923912
200,3,ln1,0.0008209362276829779
200,3,attn_qkv,0.01838289387524128
200,3,attn_proj,0.02533966489136219
200,3,ln2,0.0008537057437933981
200,3,mlp_fc,0.020055267959833145
200,3,mlp_proj,0.05108039453625679
200,4,ln1,0.0006362967542372644
200,4,attn_qkv,0.014978920109570026
200,4,attn_proj,0.027322160080075264
200,4,ln2,0.0008042924455367029
200,4,mlp_fc,0.018640704452991486
200,4,mlp_proj,0.0451442115008831
200,5,ln1,0.0008791123982518911
200,5,attn_qkv,0.01767890900373459
200,5,attn_proj,0.0282821673899889
200,5,ln2,0.0007611561450175941
200,5,mlp_fc,0.018115419894456863
200,5,mlp_proj,0.03974001109600067
100,0,ln1,0.014164752326905727
100,0,attn_qkv,0.3070330321788788
100,0,attn_proj,0.30152812600135803
100,0,ln2,0.006980131380259991
100,0,mlp_fc,0.1112302616238594
100,0,mlp_proj,0.2124309241771698
100,1,ln1,0.0008195725386030972
100,1,attn_qkv,0.027673264965415
100,1,attn_proj,0.04946281388401985
100,1,ln2,0.003731771605089307
100,1,mlp_fc,0.07007725536823273
100,1,mlp_proj,0.15760967135429382
100,2,ln1,0.0005720087792724371
100,2,attn_qkv,0.01805184781551361
100,2,attn_proj,0.03048711270093918
100,2,ln2,0.0026804546359926462
100,2,mlp_fc,0.05233697593212128
100,2,mlp_proj,0.12425992637872696
100,3,ln1,0.0005275739240460098
100,3,attn_qkv,0.019269734621047974
100,3,attn_proj,0.037920501083135605
100,3,ln2,0.0020330778788775206
100,3,mlp_fc,0.04347020015120506
100,3,mlp_proj,0.10444559156894684
100,4,ln1,0.0008674138225615025
100,4,attn_qkv,0.02514525130391121
100,4,attn_proj,0.046476323157548904
100,4,ln2,0.0016990015283226967
100,4,mlp_fc,0.039547596126794815
100,4,mlp_proj,0.09663881361484528
100,5,ln1,0.000905502587556839
100,5,attn_qkv,0.025870466604828835
100,5,attn_proj,0.0545070618391037
