iter,block,layer_short,kappa
0,0,c_attn.weight,3.711200847049955
0,0,c_proj.weight,1000.5327581019966
0,0,c_fc.weight,2.9502803440310656
0,0,c_proj.weight,2.967198704591222
0,1,c_attn.weight,3.6395878098769843
0,1,c_proj.weight,8362.498567083601
0,1,c_fc.weight,2.986044011953653
0,1,c_proj.weight,2.8985686519875737
0,2,c_attn.weight,3.713615253551545
0,2,c_proj.weight,663.430165828477
0,2,c_fc.weight,2.941476568107357
0,2,c_proj.weight,2.9514566169096454
0,3,c_attn.weight,3.6817226274703265
0,3,c_proj.weight,867.9092525634842
0,3,c_fc.weight,2.980871813203569
0,3,c_proj.weight,2.974748927968551
0,4,c_attn.weight,3.647931291984793
0,4,c_proj.weight,349.51909782532306
0,4,c_fc.weight,2.961821104985995
0,4,c_proj.weight,2.9290788255593867
0,5,c_attn.weight,3.6914738463504495
0,5,c_proj.weight,929.2763336306367
0,5,c_fc.weight,2.981218934781202
0,5,c_proj.weight,2.983892745034175
100,0,c_attn.weight,5.099864093304853
100,0,c_proj.weight,1733.926703965624
100,0,c_fc.weight,3.954404096346979
100,0,c_proj.weight,7.407734521306174
100,1,c_attn.weight,3.8077712674222757
100,1,c_proj.weight,3138.6293346084603
100,1,c_fc.weight,3.5911815208630995
100,1,c_proj.weight,6.965721307786923
100,2,c_attn.weight,4.219096542328012
100,2,c_proj.weight,9698.693479411302
100,2,c_fc.weight,3.5186238783500365
100,2,c_proj.weight,7.7524724735835635
100,3,c_attn.weight,5.639338409018386
100,3,c_proj.weight,3541.754998318685
100,3,c_fc.weight,3.602796771327982
100,3,c_proj.weight,8.278561386056504
100,4,c_attn.weight,4.546170883908938
100,4,c_proj.weight,3030.222466854504
100,4,c_fc.weight,3.4547757790727136
100,4,c_proj.weight,8.441987032230703
100,5,c_attn.weight,4.426706029735158
100,5,c_proj.weight,54813.37161641714
100,5,c_fc.weight,3.474768140012247
100,5,c_proj.weight,8.873971460618854
0,0,c_attn.weight,3.7112012901640696
0,0,c_proj.weight,1000.5327581019966
0,0,c_fc.weight,2.950280787780571
0,0,c_proj.weight,2.9671984438511596
0,1,c_attn.weight,3.639587030376841
0,1,c_proj.weight,8362.498567083601
0,1,c_fc.weight,2.986043934482744
0,1,c_proj.weight,2.8985686519875737
0,2,c_attn.weight,3.713613980586387
0,2,c_proj.weight,663.430165828477
0,2,c_fc.weight,2.9414772474177124
0,2,c_proj.weight,2.951455574209035
0,3,c_attn.weight,3.6817226601610598
0,3,c_proj.weight,867.9092525634842
0,3,c_fc.weight,2.9808711365898555
0,3,c_proj.weight,2.9747483360137266
0,4,c_attn.weight,3.647930114010723
0,4,c_proj.weight,349.51909782532306
0,4,c_fc.weight,2.9618214070796247
0,4,c_proj.weight,2.9290781894560163
0,5,c_attn.weight,3.691475023252794
0,5,c_proj.weight,929.2763336306367
0,5,c_fc.weight,2.981218551805167
0,5,c_proj.weight,2.983891885279437
200,0,c_attn.weight,6.1419704826799215
200,0,c_proj.weight,23910.015931712383
200,0,c_fc.weight,4.600114945038457
200,0,c_proj.weight,9.044510465224983
200,1,c_attn.weight,4.947192413780655
200,1,c_proj.weight,4416.467004458523
200,1,c_fc.weight,4.550633217589959
200,1,c_proj.weight,10.053653655336696
200,2,c_attn.weight,7.3705701947219024
200,2,c_proj.weight,172635.25832469665
200,2,c_fc.weight,4.729215812685081
200,2,c_proj.weight,11.326935841318901
200,3,c_attn.weight,8.345782836385577
200,3,c_proj.weight,7689.93554511317
200,3,c_fc.weight,5.235521025109345
200,3,c_proj.weight,12.237397444814317
200,4,c_attn.weight,7.1191704223629
200,4,c_proj.weight,1921.994999419094
200,4,c_fc.weight,4.911847832961152
200,4,c_proj.weight,12.483583111647254
200,5,c_attn.weight,6.419528854704909
200,5,c_proj.weight,82758.39975658705
200,5,c_fc.weight,5.265519926636422
200,5,c_proj.weight,12.579268171324578
0,0,c_attn.weight,3.711200847049955
0,0,c_proj.weight,1000.5327581019966
0,0,c_fc.weight,2.9502803440310656
0,0,c_proj.weight,2.967198704591222
0,1,c_attn.weight,3.6395878098769843
0,1,c_proj.weight,8362.498567083601
0,1,c_fc.weight,2.986044011953653
0,1,c_proj.weight,2.8985686519875737
0,2,c_attn.weight,3.713615253551545
0,2,c_proj.weight,663.430165828477
0,2,c_fc.weight,2.941476568107357
0,2,c_proj.weight,2.9514566169096454
0,3,c_attn.weight,3.6817226274703265
0,3,c_proj.weight,867.9092525634842
0,3,c_fc.weight,2.980871813203569
0,3,c_proj.weight,2.974748927968551
0,4,c_attn.weight,3.647931291984793
0,4,c_proj.weight,349.51909782532306
0,4,c_fc.weight,2.961821104985995
0,4,c_proj.weight,2.9290788255593867
0,5,c_attn.weight,3.6914738463504495
0,5,c_proj.weight,929.2763336306367
0,5,c_fc.weight,2.981218934781202
0,5,c_proj.weight,2.983892745034175
100,0,c_attn.weight,5.098669252377344
100,0,c_proj.weight,1658.9481757777723
100,0,c_fc.weight,3.954063688389555
100,0,c_proj.weight,7.408966967464533
