iter,block,param_type,value
0,0,ln1,0.01046434324234724
0,0,attn_qkv,0.5000859498977661
0,0,attn_proj,2.546198844909668
0,0,ln2,0.01136757992208004
0,0,mlp_fc,0.5618889331817627
0,0,mlp_proj,5.347341537475586
0,1,ln1,0.01475635077804327
0,1,attn_qkv,0.7133704423904419
0,1,attn_proj,3.5316035747528076
0,1,ln2,0.014655626378953457
0,1,mlp_fc,0.718798041343689
0,1,mlp_proj,4.436732292175293
0,2,ln1,0.013081833720207214
0,2,attn_qkv,0.6680974364280701
0,2,attn_proj,3.3073489665985107
0,2,ln2,0.013005314394831657
0,2,mlp_fc,0.6874929666519165
0,2,mlp_proj,3.9754791259765625
0,3,ln1,0.01177993230521679
0,3,attn_qkv,0.5858853459358215
0,3,attn_proj,2.772507667541504
0,3,ln2,0.012456479482352734
0,3,mlp_fc,0.5906049609184265
0,3,mlp_proj,3.3932220935821533
0,4,ln1,0.010165068320930004
0,4,attn_qkv,0.5042036175727844
0,4,attn_proj,2.508939027786255
0,4,ln2,0.010413696058094501
0,4,mlp_fc,0.5693212747573853
0,4,mlp_proj,3.1522417068481445
0,5,ln1,0.009679430164396763
0,5,attn_qkv,0.4794754981994629
0,5,attn_proj,2.4723007678985596
0,5,ln2,0.009534419514238834
0,5,mlp_fc,0.5402212738990784
0,5,mlp_proj,2.8760998249053955
0,6,ln1,0.008934946730732918
0,6,attn_qkv,0.46920982003211975
0,6,attn_proj,2.233274221420288
0,6,ln2,0.009963827207684517
0,6,mlp_fc,0.4998786449432373
0,6,mlp_proj,2.6377787590026855
0,7,ln1,0.009387836791574955
0,7,attn_qkv,0.4542580544948578
0,7,attn_proj,2.0102200508117676
0,7,ln2,0.010322635062038898
0,7,mlp_fc,0.4714701473712921
0,7,mlp_proj,2.540588855743408
0,8,ln1,0.008554339408874512
0,8,attn_qkv,0.4128277003765106
0,8,attn_proj,1.9995231628417969
0,8,ln2,0.008505193516612053
0,8,mlp_fc,0.43963342905044556
0,8,mlp_proj,2.343599557876587
0,9,ln1,0.0082511892542243
0,9,attn_qkv,0.38945311307907104
0,9,attn_proj,1.8870978355407715
0,9,ln2,0.008169436827301979
0,9,mlp_fc,0.4213965833187103
0,9,mlp_proj,2.2531986236572266
0,10,ln1,0.007461043074727058
0,10,attn_qkv,0.3656344413757324
0,10,attn_proj,1.8797938823699951
0,10,ln2,0.008242245763540268
0,10,mlp_fc,0.4103279411792755
0,10,mlp_proj,2.1822028160095215
0,11,ln1,0.007224583998322487
0,11,attn_qkv,0.35464391112327576
0,11,attn_proj,1.6562845706939697
0,11,ln2,0.007211736869066954
0,11,mlp_fc,0.3966793417930603
0,11,mlp_proj,2.110100507736206
0,0,ln1,0.010464208200573921
0,0,attn_qkv,0.5000824928283691
0,0,attn_proj,2.546196937561035
0,0,ln2,0.011367627419531345
0,0,mlp_fc,0.5618878602981567
0,0,mlp_proj,5.347311496734619
0,1,ln1,0.0147561589255929
0,1,attn_qkv,0.7133669257164001
0,1,attn_proj,3.5315959453582764
0,1,ln2,0.014655590057373047
0,1,mlp_fc,0.7187966108322144
0,1,mlp_proj,4.436725616455078
0,2,ln1,0.013081861659884453
0,2,attn_qkv,0.6680957674980164
0,2,attn_proj,3.3073322772979736
0,2,ln2,0.013005254790186882
0,2,mlp_fc,0.6874917149543762
0,2,mlp_proj,3.9754655361175537
0,3,ln1,0.011779950931668282
0,3,attn_qkv,0.5858840346336365
0,3,attn_proj,2.772498846054077
0,3,ln2,0.012456360273063183
0,3,mlp_fc,0.5906028747558594
0,3,mlp_proj,3.393216371536255
0,4,ln1,0.010165078565478325
0,4,attn_qkv,0.5042035579681396
0,4,attn_proj,2.5089306831359863
0,4,ln2,0.010413735173642635
0,4,mlp_fc,0.5693209767341614
0,4,mlp_proj,3.1522393226623535
0,5,ln1,0.009679439477622509
0,5,attn_qkv,0.47947660088539124
0,5,attn_proj,2.472301959991455
0,5,ln2,0.009534413926303387
0,5,mlp_fc,0.5402225852012634
0,5,mlp_proj,2.8761088848114014
0,6,ln1,0.008934961631894112
0,6,attn_qkv,0.4692108929157257
0,6,attn_proj,2.2332816123962402
0,6,ln2,0.009963895194232464
0,6,mlp_fc,0.4998796880245209
0,6,mlp_proj,2.6377832889556885
0,7,ln1,0.009387864731252193
0,7,attn_qkv,0.45425665378570557
0,7,attn_proj,2.0102176666259766
0,7,ln2,0.010322644375264645
0,7,mlp_fc,0.471470445394516
0,7,mlp_proj,2.5405917167663574
0,8,ln1,0.0085543692111969
0,8,attn_qkv,0.412827730178833
0,8,attn_proj,1.9995218515396118
0,8,ln2,0.008505216799676418
0,8,mlp_fc,0.43963348865509033
0,8,mlp_proj,2.343599319458008
0,9,ln1,0.008251194842159748
0,9,attn_qkv,0.3894534707069397
0,9,attn_proj,1.887098789215088
0,9,ln2,0.008169434033334255
0,9,mlp_fc,0.4213967025279999
0,9,mlp_proj,2.2531983852386475
0,10,ln1,0.007461044006049633
0,10,attn_qkv,0.3656344413757324
0,10,attn_proj,1.8797940015792847
0,10,ln2,0.008242245763540268
0,10,mlp_fc,0.4103279411792755
0,10,mlp_proj,2.1822028160095215
0,11,ln1,0.007224583998322487
0,11,attn_qkv,0.35464391112327576
0,11,attn_proj,1.6562845706939697
0,11,ln2,0.007211736869066954
0,11,mlp_fc,0.3966793417930603
0,11,mlp_proj,2.110100507736206
100,0,ln1,0.0018193816067650914
100,0,attn_qkv,0.09397345036268234
100,0,attn_proj,0.4366613030433655
100,0,ln2,0.0021778857335448265
100,0,mlp_fc,0.07965458184480667
100,0,mlp_proj,0.5672213435173035
100,1,ln1,0.0014367065159603953
100,1,attn_qkv,0.0751713290810585
100,1,attn_proj,0.3351033926010132
100,1,ln2,0.001770810573361814
100,1,mlp_fc,0.06604822725057602
100,1,mlp_proj,0.33857861161231995
100,2,ln1,0.001034656073898077
100,2,attn_qkv,0.05058830603957176
100,2,attn_proj,0.21595615148544312
100,2,ln2,0.0012517470167949796
100,2,mlp_fc,0.04387971758842468
100,2,mlp_proj,0.22540360689163208
100,3,ln1,0.0006060540326870978
100,3,attn_qkv,0.030253585427999496
100,3,attn_proj,0.1332252472639084
100,3,ln2,0.0008066207519732416
100,3,mlp_fc,0.030449803918600082
100,3,mlp_proj,0.16123633086681366
100,4,ln1,0.0004203049174975604
100,4,attn_qkv,0.02017299272119999
100,4,attn_proj,0.09262219071388245
100,4,ln2,0.0006280711968429387
100,4,mlp_fc,0.024060605093836784
100,4,mlp_proj,0.12379591166973114
100,5,ln1,0.0003530614485498518
100,5,attn_qkv,0.016539396718144417
100,5,attn_proj,0.07806296646595001
100,5,ln2,0.0004960378864780068
100,5,mlp_fc,0.020627863705158234
100,5,mlp_proj,0.10373494774103165
100,6,ln1,0.00030143139883875847
100,6,attn_qkv,0.014781119301915169
100,6,attn_proj,0.07122665643692017
100,6,ln2,0.00044726982014253736
100,6,mlp_fc,0.018832828849554062
100,6,mlp_proj,0.09342992305755615
100,7,ln1,0.00029173193615861237
100,7,attn_qkv,0.014454680494964123
100,7,attn_proj,0.06659043580293655
100,7,ln2,0.0004087731649633497
100,7,mlp_fc,0.017423566430807114
100,7,mlp_proj,0.08475840836763382
100,8,ln1,0.0002558418200351298
100,8,attn_qkv,0.012524020858108997
100,8,attn_proj,0.06213255599141121
100,8,ln2,0.0004184716090094298
100,8,mlp_fc,0.016608018428087234
100,8,mlp_proj,0.0832035094499588
100,9,ln1,0.0002761282376013696
100,9,attn_qkv,0.013308045454323292
100,9,attn_proj,0.06435570120811462
100,9,ln2,0.00041033243178389966
100,9,mlp_fc,0.016682036221027374
100,9,mlp_proj,0.08064272999763489
100,10,ln1,0.0002544325543567538
100,10,attn_qkv,0.012899769470095634
100,10,attn_proj,0.06201600655913353
100,10,ln2,0.000400281191105023
100,10,mlp_fc,0.016582943499088287
100,10,mlp_proj,0.07752189040184021
100,11,ln1,0.00027828928432427347
100,11,attn_qkv,0.012931241653859615
100,11,attn_proj,0.06438666582107544
100,11,ln2,0.0004017132450826466
100,11,mlp_fc,0.016414418816566467
100,11,mlp_proj,0.07800783962011337
200,0,ln1,0.003518440993502736
200,0,attn_qkv,0.16082565486431122
200,0,attn_proj,0.5016450881958008
200,0,ln2,0.0027537941932678223
200,0,mlp_fc,0.09145081043243408
200,0,mlp_proj,0.5676392912864685
200,1,ln1,0.0009804375004023314
200,1,attn_qkv,0.052145086228847504
200,1,attn_proj,0.18683408200740814
200,1,ln2,0.001694473554380238
200,1,mlp_fc,0.06459220498800278
200,1,mlp_proj,0.34706562757492065
200,2,ln1,0.0006988359964452684
200,2,attn_qkv,0.031940653920173645
200,2,attn_proj,0.11987075209617615
200,2,ln2,0.0014439785154536366
200,2,mlp_fc,0.05337456986308098
200,2,mlp_proj,0.28555455803871155
200,3,ln1,0.0005467244773171842
200,3,attn_qkv,0.02469729445874691
200,3,attn_proj,0.09787537902593613
200,3,ln2,0.0012140851467847824
200,3,mlp_fc,0.04517525061964989
200,3,mlp_proj,0.24117660522460938
200,4,ln1,0.0003980662440881133
200,4,attn_qkv,0.019137559458613396
200,4,attn_proj,0.07037623971700668
200,4,ln2,0.0009988348465412855
200,4,mlp_fc,0.03844422101974487
200,4,mlp_proj,0.2097899317741394
200,5,ln1,0.0003398213302716613
200,5,attn_qkv,0.016319429501891136
200,5,attn_proj,0.061281003057956696
200,5,ln2,0.0008425969863310456
200,5,mlp_fc,0.03329143300652504
200,5,mlp_proj,0.17744019627571106
200,6,ln1,0.00028708181343972683
200,6,attn_qkv,0.013558262959122658
200,6,attn_proj,0.05651945620775223
200,6,ln2,0.0007012135465629399
200,6,mlp_fc,0.029714496806263924
200,6,mlp_proj,0.16095130145549774
200,7,ln1,0.00030188183882273734
200,7,attn_qkv,0.013391697779297829
200,7,attn_proj,0.05816756188869476
200,7,ln2,0.0007016524323262274
200,7,mlp_fc,0.028129737824201584
200,7,mlp_proj,0.14677737653255463
200,8,ln1,0.000322504696669057
200,8,attn_qkv,0.01471911370754242
200,8,attn_proj,0.06090535223484039
200,8,ln2,0.0006689360598102212
200,8,mlp_fc,0.02664114348590374
200,8,mlp_proj,0.1380651593208313
200,9,ln1,0.0003502632025629282
200,9,attn_qkv,0.01613556779921055
200,9,attn_proj,0.07115019112825394
200,9,ln2,0.0006667508278042078
200,9,mlp_fc,0.02755195088684559
200,9,mlp_proj,0.14071804285049438
200,10,ln1,0.0004132600442972034
200,10,attn_qkv,0.018650274723768234
200,10,attn_proj,0.0879516750574112
200,10,ln2,0.000682478304952383
200,10,mlp_fc,0.02857058495283127
200,10,mlp_proj,0.14616282284259796
200,11,ln1,0.0004853389982599765
200,11,attn_qkv,0.022327715530991554
200,11,attn_proj,0.11602679640054703
200,11,ln2,0.0007381101022474468
200,11,mlp_fc,0.03136950731277466
200,11,mlp_proj,0.1571960747241974
0,0,ln1,0.010464227758347988
