iter,block,layer_short,kappa
0,0,c_attn.weight,3.7110763004459333
0,0,c_proj.weight,974.054222426253
0,0,c_fc.weight,2.9502892124395528
0,0,c_proj.weight,2.966923637508883
0,1,c_attn.weight,3.6396838846129045
0,1,c_proj.weight,8570.896281830836
0,1,c_fc.weight,2.9860512778509904
0,1,c_proj.weight,2.8985687186388156
0,2,c_attn.weight,3.713470752255361
0,2,c_proj.weight,664.8403165076652
0,2,c_fc.weight,2.9415239486091256
0,2,c_proj.weight,2.951313319719017
0,3,c_attn.weight,3.6816017034573436
0,3,c_proj.weight,888.280919955515
0,3,c_fc.weight,2.9808744374635965
0,3,c_proj.weight,2.9747173868115793
0,4,c_attn.weight,3.647901815375934
0,4,c_proj.weight,351.6902262231172
0,4,c_fc.weight,2.961790098427259
0,4,c_proj.weight,2.929227540909136
0,5,c_attn.weight,3.691587929856661
0,5,c_proj.weight,929.3865973525831
0,5,c_fc.weight,2.9812719895132545
0,5,c_proj.weight,2.9840318916943285
100,0,c_attn.weight,4.759682923907454
100,0,c_proj.weight,1893.914744623371
100,0,c_fc.weight,3.9253729800178254
100,0,c_proj.weight,7.330760525096929
100,1,c_attn.weight,3.8047001639648688
100,1,c_proj.weight,885.4961515679532
100,1,c_fc.weight,3.7046829722600774
100,1,c_proj.weight,6.912769216498826
100,2,c_attn.weight,4.07418308089757
100,2,c_proj.weight,995.7813391412087
100,2,c_fc.weight,3.5559636098701795
100,2,c_proj.weight,7.592975110425897
100,3,c_attn.weight,4.7728257316367575
100,3,c_proj.weight,938.3014408061524
100,3,c_fc.weight,3.41915437720658
100,3,c_proj.weight,7.872687039274514
100,4,c_attn.weight,4.334408849030535
100,4,c_proj.weight,3362.2961094953057
100,4,c_fc.weight,3.433664513023103
100,4,c_proj.weight,8.099965815610089
100,5,c_attn.weight,4.233346565534696
100,5,c_proj.weight,1533.2271988999992
100,5,c_fc.weight,3.4843715239154616
100,5,c_proj.weight,8.704159838146666
200,0,c_attn.weight,6.320734216635564
200,0,c_proj.weight,3016.873984760906
200,0,c_fc.weight,4.713771674904719
200,0,c_proj.weight,9.303941846873395
200,1,c_attn.weight,5.393826800556913
200,1,c_proj.weight,3298.0025547408923
200,1,c_fc.weight,4.561836739156168
200,1,c_proj.weight,10.318744999935047
200,2,c_attn.weight,7.352572296983964
200,2,c_proj.weight,2355.6225498079816
200,2,c_fc.weight,4.802174660312774
200,2,c_proj.weight,11.823621864197781
200,3,c_attn.weight,8.60462087809171
200,3,c_proj.weight,2539.1309693825483
200,3,c_fc.weight,4.948980612541159
200,3,c_proj.weight,11.923056057199247
200,4,c_attn.weight,6.002468638800195
200,4,c_proj.weight,5061.79912600217
200,4,c_fc.weight,5.033443310505094
200,4,c_proj.weight,12.016480305914675
200,5,c_attn.weight,4.997358922236298
200,5,c_proj.weight,3790.28880578808
200,5,c_fc.weight,5.243901566970798
200,5,c_proj.weight,12.521033721620311
0,0,c_attn.weight,3.711200847049955
0,0,c_proj.weight,1000.5327581019966
0,0,c_fc.weight,2.9502803440310656
0,0,c_proj.weight,2.967198704591222
0,1,c_attn.weight,3.6395878098769843
0,1,c_proj.weight,8362.498567083601
0,1,c_fc.weight,2.986044011953653
0,1,c_proj.weight,2.8985686519875737
0,2,c_attn.weight,3.713615253551545
0,2,c_proj.weight,663.430165828477
0,2,c_fc.weight,2.941476568107357
0,2,c_proj.weight,2.9514566169096454
0,3,c_attn.weight,3.6817226274703265
0,3,c_proj.weight,867.9092525634842
0,3,c_fc.weight,2.980871813203569
0,3,c_proj.weight,2.974748927968551
0,4,c_attn.weight,3.647931291984793
0,4,c_proj.weight,349.51909782532306
0,4,c_fc.weight,2.961821104985995
0,4,c_proj.weight,2.9290788255593867
0,5,c_attn.weight,3.6914738463504495
0,5,c_proj.weight,929.2763336306367
0,5,c_fc.weight,2.981218934781202
0,5,c_proj.weight,2.983892745034175
100,0,c_attn.weight,4.605038315343231
100,0,c_proj.weight,1300.0086327608913
100,0,c_fc.weight,3.9114488254589066
100,0,c_proj.weight,7.1999545569063805
100,1,c_attn.weight,4.040226481248964
100,1,c_proj.weight,1730.2575563207952
100,1,c_fc.weight,3.700706749772417
100,1,c_proj.weight,6.853746831874466
100,2,c_attn.weight,4.315683490458052
100,2,c_proj.weight,6265.897104912671
100,2,c_fc.weight,3.5965409031563618
100,2,c_proj.weight,7.681145476278759
100,3,c_attn.weight,4.888973097189848
100,3,c_proj.weight,2048.4820736279366
100,3,c_fc.weight,3.53295495170194
100,3,c_proj.weight,7.940731383241953
100,4,c_attn.weight,4.420167714114414
100,4,c_proj.weight,2479.481062876002
100,4,c_fc.weight,3.4608349986348594
100,4,c_proj.weight,8.18272069023517
100,5,c_attn.weight,4.292384095340425
100,5,c_proj.weight,12158.774811458929
100,5,c_fc.weight,3.423812608465098
100,5,c_proj.weight,8.980301671397134
200,0,c_attn.weight,6.461208012597646
200,0,c_proj.weight,1938.1156469929888
200,0,c_fc.weight,4.721361257126763
200,0,c_proj.weight,9.039626319075767
200,1,c_attn.weight,5.07901958452304
200,1,c_proj.weight,2098.6552946065153
200,1,c_fc.weight,4.535690573206352
200,1,c_proj.weight,10.499859473238796
200,2,c_attn.weight,6.20953165954994
200,2,c_proj.weight,2547.6466595788347
200,2,c_fc.weight,4.829844682655086
200,2,c_proj.weight,11.641547048082852
200,3,c_attn.weight,8.511834573202014
200,3,c_proj.weight,3016.26515848928
200,3,c_fc.weight,5.204017211526209
200,3,c_proj.weight,11.741218561585962
200,4,c_attn.weight,6.0187876164721
200,4,c_proj.weight,1748.1457234479906
200,4,c_fc.weight,4.958259507280439
200,4,c_proj.weight,12.25417784569468
200,5,c_attn.weight,5.548297569904876
200,5,c_proj.weight,2699.251563953736
200,5,c_fc.weight,5.09542969609428
200,5,c_proj.weight,12.613222909688508
0,0,c_attn.weight,3.711200847049955
0,0,c_proj.weight,1000.5327581019966
0,0,c_fc.weight,2.9502803440310656
0,0,c_proj.weight,2.967198704591222
0,1,c_attn.weight,3.6395878098769843
0,1,c_proj.weight,8362.498567083601
0,1,c_fc.weight,2.986044011953653
0,1,c_proj.weight,2.8985686519875737
0,2,c_attn.weight,3.713615253551545
0,2,c_proj.weight,663.430165828477
0,2,c_fc.weight,2.941476568107357
0,2,c_proj.weight,2.9514566169096454
0,3,c_attn.weight,3.6817226274703265
0,3,c_proj.weight,867.9092525634842
0,3,c_fc.weight,2.980871813203569
0,3,c_proj.weight,2.974748927968551
0,4,c_attn.weight,3.647931291984793
0,4,c_proj.weight,349.51909782532306
0,4,c_fc.weight,2.961821104985995
0,4,c_proj.weight,2.9290788255593867
0,5,c_attn.weight,3.6914738463504495
0,5,c_proj.weight,929.2763336306367
0,5,c_fc.weight,2.981218934781202
0,5,c_proj.weight,2.983892745034175
100,0,c_attn.weight,4.604270204525683
100,0,c_proj.weight,1439.954463673444
100,0,c_fc.weight,3.9110639165730343
100,0,c_proj.weight,7.197792091115799
100,1,c_attn.weight,4.039642145330981
100,1,c_proj.weight,1864.67698250783
100,1,c_fc.weight,3.7007184025844015
100,1,c_proj.weight,6.852819017171283
