iter,sharpness_eq4
0,8.600207954628309e-05
0,8.684295650080768e-05
0,8.684302920614469e-05
0,8.684309769066182e-05
0,0.00010267944441635071
0,0.00010267944441635071
0,0.00010267944441635071
0,0.00010267944441635071
0,0.00010267944441635071
0,0.00010267944388382405
0,0.00010267944441635071
0,0.00010267944388382405
0,0.00010267944441635071
0,0.00010267944441635071
0,0.00010267944441635071
0,0.00010267944441635071
0,0.00010264181652893946
0,0.00010264160744031012
0,0.00010264154216572554
0,0.00010264160744031012
0,0.00010264181652893946
0,0.00010264160690778346
0,0.00010264181652893946
0,0.00010264160690778346
0,0.00010264277730899176
0,0.00010264322519535703
0,0.00010264322519535703
0,0.00010264277730899176
