iter,block,layer_short,kappa
0,0,c_attn.weight,3.6870470148386105
0,0,c_proj.weight,819.6282066304137
0,0,c_fc.weight,2.9597941408143966
0,0,c_proj.weight,2.9771237325206394
0,1,c_attn.weight,3.659981602438053
0,1,c_proj.weight,7250.1675922532195
0,1,c_fc.weight,2.98006074244879
0,1,c_proj.weight,2.936318037099227
0,2,c_attn.weight,3.7393564118004763
0,2,c_proj.weight,1249.0823719973437
0,2,c_fc.weight,2.9926857040537205
0,2,c_proj.weight,2.9308657488203735
0,3,c_attn.weight,3.671651194770443
0,3,c_proj.weight,2964.4948416659927
0,3,c_fc.weight,3.0140582858988236
0,3,c_proj.weight,2.9814079506550666
0,4,c_attn.weight,3.6857076330044065
0,4,c_proj.weight,2952.7492845510396
0,4,c_fc.weight,2.949894155784535
0,4,c_proj.weight,2.9678736636524916
0,5,c_attn.weight,3.6729088327986554
0,5,c_proj.weight,2554.6552659205645
0,5,c_fc.weight,2.9649111730379434
0,5,c_proj.weight,2.9397522916339454
0,6,c_attn.weight,3.647090799059123
0,6,c_proj.weight,2032.157777774404
0,6,c_fc.weight,2.9495352014169525
0,6,c_proj.weight,2.9627419603068073
0,7,c_attn.weight,3.655799847387126
0,7,c_proj.weight,950.7271885734931
0,7,c_fc.weight,2.958852783808145
0,7,c_proj.weight,3.002655481725798
0,8,c_attn.weight,3.7211482980579724
0,8,c_proj.weight,6304.585715662338
0,8,c_fc.weight,2.9663968059619994
0,8,c_proj.weight,2.9538342944887863
0,9,c_attn.weight,3.721927542423373
0,9,c_proj.weight,1942.1444860270453
0,9,c_fc.weight,2.9722102863644797
0,9,c_proj.weight,2.984144823196972
0,10,c_attn.weight,3.731138344174696
0,10,c_proj.weight,7714.241137425754
0,10,c_fc.weight,2.9889618473919306
0,10,c_proj.weight,2.966241180200089
0,11,c_attn.weight,3.724664123645786
0,11,c_proj.weight,902.3009014628086
0,11,c_fc.weight,3.022453363846466
0,11,c_proj.weight,2.921567846635611
100,0,c_attn.weight,3.681861284224591
100,0,c_proj.weight,1887.7681631843245
100,0,c_fc.weight,2.9595282184635425
100,0,c_proj.weight,3.2786735669916216
100,1,c_attn.weight,3.6608843368579036
100,1,c_proj.weight,1882.0264524136237
100,1,c_fc.weight,2.9802971215190723
100,1,c_proj.weight,3.0852074541878283
100,2,c_attn.weight,3.7399807891886407
100,2,c_proj.weight,1625.2892495006877
100,2,c_fc.weight,2.990510255620454
100,2,c_proj.weight,2.995409927431421
100,3,c_attn.weight,3.6722078763771115
100,3,c_proj.weight,6846.394493875399
100,3,c_fc.weight,3.0132048454620093
100,3,c_proj.weight,3.0007024222414667
100,4,c_attn.weight,3.6889124354082243
100,4,c_proj.weight,1063.1989935278982
100,4,c_fc.weight,2.9504763715410287
100,4,c_proj.weight,3.0126565527868805
100,5,c_attn.weight,3.6727583159710737
100,5,c_proj.weight,3818.7123813111257
100,5,c_fc.weight,2.963689624648254
100,5,c_proj.weight,2.9958526025866132
100,6,c_attn.weight,3.646868136099532
100,6,c_proj.weight,1551.5961807236583
100,6,c_fc.weight,2.950882893590149
100,6,c_proj.weight,2.9786224772323715
100,7,c_attn.weight,3.6638007980612106
100,7,c_proj.weight,1920.0678139154222
100,7,c_fc.weight,2.959361984660284
100,7,c_proj.weight,3.0260248740896767
100,8,c_attn.weight,3.7243932372587136
100,8,c_proj.weight,934.1499953107202
100,8,c_fc.weight,2.967956761033494
100,8,c_proj.weight,3.0505553048383627
100,9,c_attn.weight,3.726105195224266
100,9,c_proj.weight,1280.5824879711693
100,9,c_fc.weight,2.972913621576504
100,9,c_proj.weight,3.0960848687125475
100,10,c_attn.weight,3.7398736692892363
100,10,c_proj.weight,2026.9405714540817
100,10,c_fc.weight,2.987324231548446
100,10,c_proj.weight,3.0853870012274567
100,11,c_attn.weight,3.7235183726662653
100,11,c_proj.weight,1328.6033105524466
100,11,c_fc.weight,3.021558440767267
100,11,c_proj.weight,3.188753513849118
200,0,c_attn.weight,3.6886263138236135
200,0,c_proj.weight,781.2995928681735
200,0,c_fc.weight,2.968945793517683
200,0,c_proj.weight,3.437121830915405
200,1,c_attn.weight,3.6799848489466855
200,1,c_proj.weight,733.0479802375579
200,1,c_fc.weight,2.9769080988899823
200,1,c_proj.weight,3.268462178910122
200,2,c_attn.weight,3.760661542738455
200,2,c_proj.weight,12502.621730487364
200,2,c_fc.weight,2.990367218378745
200,2,c_proj.weight,3.114825248327972
200,3,c_attn.weight,3.695919275633006
200,3,c_proj.weight,3750.6484990567
200,3,c_fc.weight,3.0134433300169405
200,3,c_proj.weight,3.1704220723394285
200,4,c_attn.weight,3.8593887761528234
200,4,c_proj.weight,2293.667667278717
200,4,c_fc.weight,2.9530564481785073
200,4,c_proj.weight,3.1970225258257763
200,5,c_attn.weight,3.6729419227989926
200,5,c_proj.weight,14963.813932648454
200,5,c_fc.weight,2.9637913077354447
200,5,c_proj.weight,3.1329429539186555
200,6,c_attn.weight,3.6570690362744807
200,6,c_proj.weight,2185.7703935634645
200,6,c_fc.weight,2.954361882016854
200,6,c_proj.weight,3.1432336290655103
200,7,c_attn.weight,3.7077799214451144
200,7,c_proj.weight,3135.5041016965833
200,7,c_fc.weight,2.9597502525933646
200,7,c_proj.weight,3.2007484885092903
