iter,block,param_type,value
0,0,ln1,0.010464179329574108
0,0,attn_qkv,0.5000855326652527
0,0,attn_proj,2.546187162399292
0,0,ln2,0.011367522180080414
0,0,mlp_fc,0.5618889927864075
0,0,mlp_proj,5.347337245941162
0,1,ln1,0.0147563386708498
0,1,attn_qkv,0.7133685350418091
0,1,attn_proj,3.5316104888916016
0,1,ln2,0.014655566774308681
0,1,mlp_fc,0.7188013195991516
0,1,mlp_proj,4.4367523193359375
0,2,ln1,0.013081946410238743
0,2,attn_qkv,0.6680984497070312
0,2,attn_proj,3.3073477745056152
0,2,ln2,0.013005398213863373
0,2,mlp_fc,0.6874914765357971
0,2,mlp_proj,3.9754831790924072
0,3,ln1,0.01177997700870037
0,3,attn_qkv,0.585883617401123
0,3,attn_proj,2.7725000381469727
0,3,ln2,0.01245645247399807
0,3,mlp_fc,0.5906035900115967
0,3,mlp_proj,3.393218994140625
0,4,ln1,0.010165004059672356
0,4,attn_qkv,0.5042021870613098
0,4,attn_proj,2.508932590484619
0,4,ln2,0.010413621552288532
0,4,mlp_fc,0.5693206191062927
0,4,mlp_proj,3.1522343158721924
0,5,ln1,0.009679405950009823
0,5,attn_qkv,0.4794759154319763
0,5,attn_proj,2.4722976684570312
0,5,ln2,0.009534371085464954
0,5,mlp_fc,0.5402215123176575
0,5,mlp_proj,2.8761024475097656
0,6,ln1,0.008934957906603813
0,6,attn_qkv,0.4692111313343048
0,6,attn_proj,2.233275890350342
0,6,ln2,0.009963891468942165
0,6,mlp_fc,0.4998788833618164
0,6,mlp_proj,2.6377837657928467
0,7,ln1,0.009387870319187641
0,7,attn_qkv,0.45425713062286377
0,7,attn_proj,2.0102176666259766
0,7,ln2,0.010322725400328636
0,7,mlp_fc,0.4714706838130951
0,7,mlp_proj,2.540588855743408
0,8,ln1,0.008554358966648579
0,8,attn_qkv,0.4128274917602539
0,8,attn_proj,1.9995231628417969
0,8,ln2,0.008505215868353844
0,8,mlp_fc,0.43963322043418884
0,8,mlp_proj,2.343599557876587
0,9,ln1,0.008251199498772621
0,9,attn_qkv,0.3894534409046173
0,9,attn_proj,1.8870985507965088
0,9,ln2,0.008169440552592278
0,9,mlp_fc,0.4213965833187103
0,9,mlp_proj,2.2531988620758057
0,10,ln1,0.007461044006049633
0,10,attn_qkv,0.3656344413757324
0,10,attn_proj,1.8797941207885742
0,10,ln2,0.008242245763540268
0,10,mlp_fc,0.4103279411792755
0,10,mlp_proj,2.1822028160095215
0,11,ln1,0.007224583998322487
0,11,attn_qkv,0.35464391112327576
0,11,attn_proj,1.6562845706939697
0,11,ln2,0.007211736869066954
0,11,mlp_fc,0.3966793417930603
0,11,mlp_proj,2.110100507736206
